,name,address,phone_number,location_latitude,location_longitude,is_closed,city,zip_code,category,FEMA_category,zip_code_latitude,zip_code_longitude,2010_zip_code_census_population
10,Pic N Sav,"['2203 E Oglethorpe Blvd', 'Albany, GA 31705']",(229) 432-7859,31.57415,-84.09844,FALSE,Albany,31705,Convenience Stores,"(2) Food, water, sheltering",31.552483,-84.09678,35565
11,Regency Inn,"['911 E Oglethorpe Blvd', 'Albany, GA 31705']",(229) 883-1650,31.57380676,-84.12876892,FALSE,Albany,31705,Hotels,"(2) Food, water, sheltering",31.552483,-84.09678,35565
12,Motel 6,"['201 Thornton Dr', 'Albany, GA 31705']",(229) 439-1153,31.57178307,-84.10829163,FALSE,Albany,31705,Hotels,"(2) Food, water, sheltering",31.552483,-84.09678,35565
13,Deb's Curbside Cupcakes,"['Albany, GA 31705']",(229) 789-4929,31.530672,-84.009225,FALSE,Albany,31705,Cupcakes,"(2) Food, water, sheltering",31.552483,-84.09678,35565
14,Deep South Motel,"['2230 E Oglethorpe Blvd', 'Albany, GA 31705']",(229) 435-5607,31.57333565,-84.09656525,FALSE,Albany,31705,Hotels,"(2) Food, water, sheltering",31.552483,-84.09678,35565
15,B & B Electrical Contractors & Associates,"['1008 W Broad Ave', 'Albany, GA 31701']",(229) 435-0287,31.57641,-84.17453,FALSE,Albany,31701,Electricians,"(4) Energy (power, fuel)",31.580774,-84.16044,20552
16,Woodalls #105,"['1400 N Jefferson', 'Albany, GA 31701']",None,31.6008294,-84.15551331,FALSE,Albany,31701,Gas Stations,"(4) Energy (power, fuel)",31.580774,-84.16044,20552
17,Albany Electric,"['798 21st Ave', 'Albany, GA 31701']",(229) 432-7345,31.61498,-84.16963,FALSE,Albany,31701,Electricians,"(4) Energy (power, fuel)",31.580774,-84.16044,20552
18,Campbell's Bp Serv Sta,"['1114 N Slappey Blvd', 'Albany, GA 31701']",(229) 432-6494,31.59269,-84.1756599,FALSE,Albany,31701,Gas Stations,"(4) Energy (power, fuel)",31.580774,-84.16044,20552
19,Hilton Garden Inn Albany,"['101 S Front St', 'Albany, GA 31701']",(229) 888-1590,31.576037,-84.149351,FALSE,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580774,-84.16044,20552
20,Chehaw Park,"['105 Chehaw Park Rd', 'Albany, GA 31701']",(229) 430-5275,31.6176238,-84.1381014,FALSE,Albany,31701,Parks,"(2) Food, water, sheltering",31.580774,-84.16044,20552
21,National Car Rental,"['3905 Newton Rd', 'Ste 109', 'Albany, GA 31701']",(229) 889-9553,31.53271191,-84.18899966,FALSE,Albany,31701,Car Rental,"(2) Food, water, sheltering",31.580774,-84.16044,20552
22,Southwest Georgia Regional Airport,"['3905 Newton Rd', 'Ste 100', 'Albany, GA 31701']",(229) 430-5175,31.535675,-84.193913,FALSE,Albany,31701,Airports,"(2) Food, water, sheltering",31.580774,-84.16044,20552
23,Walgreens,"['300 N Slappey Blvd', 'Albany, GA 31701']",(229) 430-5541,31.58034755,-84.17557371,FALSE,Albany,31701,Drugstores,"(2) Food, water, sheltering",31.580774,-84.16044,20552
24,Days Inn by Wyndham Albany,"['422 West Oglethorpe Blvd.', 'Albany, GA 31701']",(800) 329-1073,31.57488,-84.15796,FALSE,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580774,-84.16044,20552
25,Greyhound Bus Lines,"['300 W Oglethorpe Blvd', 'Albany, GA 31701']",(229) 432-0511,31.5749,-84.1542599,FALSE,Albany,31701,Public Transportation,"(2) Food, water, sheltering",31.580774,-84.16044,20552
26,Enterprise Rent-A-Car,"['3905 Newton Rd', 'Ste 109', 'Albany, GA 31701']",(229) 889-9553,31.53260614,-84.18908009,FALSE,Albany,31701,Car Rental,"(2) Food, water, sheltering",31.580774,-84.16044,20552
27,Flash Foods,"['2447 N Slappy Dr', 'Albany, GA 31701']",(229) 432-6208,31.61138,-84.17623,FALSE,Albany,31701,Convenience Stores,"(2) Food, water, sheltering",31.580774,-84.16044,20552
28,Woodall's,"['1500 N Slappey Blvd', 'Albany, GA 31701']",(229) 436-4519,31.59749,-84.17543,FALSE,Albany,31701,Convenience Stores,"(2) Food, water, sheltering",31.580774,-84.16044,20552
29,Superior Creek Lodge,"['2505 N Slappey Blvd', 'Albany, GA 31701']",(229) 317-4680,31.61334,-84.17724,FALSE,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580774,-84.16044,20552
30,Mabry Motel,"['375 N Slappey Blvd', 'Albany, GA 31701']",(229) 435-8324,31.58074,-84.17703,FALSE,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580774,-84.16044,20552
31,Traveler Inn & Suites,"['414 W Oglethorpe Blvd', 'Albany, GA 31701']",(229) 434-0027,31.5742569,-84.15779877,FALSE,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580774,-84.16044,20552
32,Chevron Food Mart,"['1603 Philema Rd S', 'Albany, GA 31701']",(229) 888-3221,31.63829994,-84.10600281,FALSE,Albany,31701,Convenience Stores,"(2) Food, water, sheltering",31.580774,-84.16044,20552
33,Greyhound Bus Lines,"['300 W Oglethorpe Blvd', 'Albany, GA 31701']",(229) 432-0511,31.5749,-84.1542599,FALSE,Albany,31701,Public Transportation,(7) Hazardous Waste,31.580774,-84.16044,20552
34,Quest Diagnostics,"['711 N Jefferson St', 'Ste B', 'Albany, GA 31701']",(229) 432-5628,31.58735,-84.15652,FALSE,Albany,31701,Laboratory Testing,(3) Health and medical,31.580774,-84.16044,20552
35,Surgical Associates Of Albany,"['425 W 3rd Ave', 'Ste 400', 'Albany, GA 31701']",(229) 883-6311,31.58955145,-84.1582209,FALSE,Albany,31701,Surgeons,(3) Health and medical,31.580774,-84.16044,20552
36,Albany Podiatry Associates ,"['531 7th Ave', 'Albany, GA 31701']",(229) 883-3535,31.59611,-84.16158,FALSE,Albany,31701,Podiatrists,(3) Health and medical,31.580774,-84.16044,20552
37,"Houston G Bruce,DO","['2002 Palmyra Rd', 'Albany, GA 31701']",(229) 439-8441,31.606235,-84.168656,FALSE,Albany,31701,Family Practice,(3) Health and medical,31.580774,-84.16044,20552
38,Cardiology Associates,"['425 W 3rd Ave', 'Ste 600', 'Albany, GA 31701']",(229) 431-1022,31.589331,-84.158517,FALSE,Albany,31701,Cardiologists,(3) Health and medical,31.580774,-84.16044,20552
39,"Collins C A Jr, Phys","['810 13th Ave', 'Albany, GA 31701']",(229) 883-1208,31.60541153,-84.16806793,FALSE,Albany,31701,Family Practice,(3) Health and medical,31.580774,-84.16044,20552
40,Mrs Homecare,"['711 N Jefferson St', 'Albany, GA 31701']",(229) 439-2010,31.58734894,-84.15652466,FALSE,Albany,31701,Home Health Care,(3) Health and medical,31.580774,-84.16044,20552
41,Phoebe Primary Care-Medical Tower 1,"['425 W 3rd Ave', 'Ste 340', 'Albany, GA 31701']",(229) 312-9150,31.59026889,-84.15517376,FALSE,Albany,31701,Gastroenterologist,(3) Health and medical,31.580774,-84.16044,20552
42,Albany OB-GYN,"['1001 N Monroe St', 'Albany, GA 31701']",(229) 436-7248,31.59051323,-84.15949249,FALSE,Albany,31701,Obstetricians & Gynecologists,(3) Health and medical,31.580774,-84.16044,20552
43,Albany Pediatrics,"['1801 Palmyra Rd', 'Albany, GA 31701']",(229) 434-1400,31.6014061,-84.16902924,FALSE,Albany,31701,Pediatricians,(3) Health and medical,31.580774,-84.16044,20552
44,Staples,"['501 N Slappy Blvd', 'Albany, GA 31701']",(229) 639-1887,31.58339,-84.17659,FALSE,Albany,31701,Printing Services,(5) Communications,31.580774,-84.16044,20552
45,Greyhound Bus Lines,"['300 W Oglethorpe Blvd', 'Albany, GA 31701']",(229) 432-0511,31.5749,-84.1542599,FALSE,Albany,31701,Public Transportation,(6) Transportation,31.580774,-84.16044,20552
46,Preferred Home Repair Handyman,"['2823 Meredyth Dr', 'Albany, GA 31707']",(229) 317-2271,31.61108581,-84.22172119,FALSE,Albany,31707,Handyman,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
47,Homerun Foods,"['2722 Dawson Rd', 'Albany, GA 31707']",(229) 435-0443,31.61884,-84.22607,FALSE,Albany,31707,Gas Stations,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
48,Murphy Oil USA,"['2829 Ledo Rd', 'Albany, GA 31707']",(229) 639-0331,31.62296486,-84.21460724,FALSE,Albany,31707,Gas Stations,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
49,J&j Enterprises,"['2815 Palmyra Rd', 'Ste A', 'Albany, GA 31707']",(229) 436-5177,31.6212368,-84.1874004,FALSE,Albany,31707,Plumbing,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
50,Enmark,"['2800 N Slappey Blvd', 'Albany, GA 31707']",(229) 889-9927,31.61963,-84.17625,FALSE,Albany,31707,Gas Stations,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
51,San Joe's To-Go,"['2401 Dawson Rd', 'Ste A 3', 'Albany, GA 31707']",(229) 733-7235,31.60739,-84.207934,FALSE,Albany,31707,Food Trucks,"(2) Food, water, sheltering",31.568073,-84.22644,25299
52,Merry Acres Inn & Event Center,"['1500 Dawson Rd', 'Albany, GA 31707']",(229) 435-7721,31.5871,-84.18667,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
53,Hampton Inn & Suites Albany At Albany Mall,"['2628 Dawson Rd', 'Albany, GA 31707']",(229) 405-2000,31.6156765,-84.2217026,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
54,Country Inn & Suites,"['2809 Nottingham Wy', 'Albany, GA 31707']",(229) 317-7100,31.62076,-84.20487,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
55,Wingate By Wyndham Albany,"['2735 Dawson Road', 'Albany, GA 31707']",(888) 595-3511,31.622262,-84.2270263,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
56,Quality Inn at Albany Mall,"['806 N Westover Blvd', 'Albany, GA 31707']",(229) 883-3300,31.6184309,-84.2204458,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
57,Holiday Inn Express & Suites Albany,"['2713 Pointe N Blvd', 'Albany, GA 31707']",(229) 405-2613,31.62386,-84.228086,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
58,Econo Lodge,"['1525 Dawson Rd', 'Albany, GA 31707']",(229) 888-5595,31.59015,-84.18815,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
59,Rite Aid,"['2400 Dawson Rd', 'Albany, GA 31707']",(229) 432-0389,31.605944,-84.207708,FALSE,Albany,31707,Drugstores,"(2) Food, water, sheltering",31.568073,-84.22644,25299
60,InTown Suites,"['2731 Dawson Rd', 'Albany, GA 31707']",(229) 436-7775,31.62192726,-84.22603607,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
61,Red Roof Inn Albany Airport,"['1400 Dawson Rd', 'Albany, GA 31707']",(229) 888-3939,31.586682,-84.185258,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
62,Hertz Rent A Car,"['3905 Newton Rd', 'Ste 106', 'Albany, GA 31707']",(229) 435-1751,31.53208338,-84.18862206,FALSE,Albany,31707,Car Rental,"(2) Food, water, sheltering",31.568073,-84.22644,25299
63,Enterprise Rent-A-Car,"['1023 N Westover Blvd', 'Albany, GA 31707']",(229) 430-0187,31.61935796,-84.21343849,FALSE,Albany,31707,Car Rental,"(2) Food, water, sheltering",31.568073,-84.22644,25299
64,Walgreens,"['2351 Dawson Rd', 'Albany, GA 31707']",(229) 888-6166,31.60559654,-84.20587158,FALSE,Albany,31707,Drugstores,"(2) Food, water, sheltering",31.568073,-84.22644,25299
65,Baymont by Wyndham Albany at Albany Mall,"['2720 Dawson Rd.', 'Albany, GA 31707']",(800) 337-0400,31.61865,-84.2252199,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
66,Friendly Cab Company,"['314 S Valencia Dr', 'Albany, GA 31707']",(229) 436-2764,31.57234192,-84.19558716,FALSE,Albany,31707,Taxis,"(2) Food, water, sheltering",31.568073,-84.22644,25299
67,Enmark,"['2800 N Slappey Blvd', 'Albany, GA 31707']",(229) 889-9927,31.61963,-84.17625,FALSE,Albany,31707,Gas Stations,"(2) Food, water, sheltering",31.568073,-84.22644,25299
68,CC&C Taxi service,"['2304 W Gordon Ave', 'Albany, GA 31707']",(229) 288-0137,31.5644,-84.20705,FALSE,Albany,31707,Taxis,"(2) Food, water, sheltering",31.568073,-84.22644,25299
69,Kings Inn,"['1201 Schley Ave', 'Albany, GA 31707']",(229) 888-9600,31.61890984,-84.17669678,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
70,Shoreham Apartments,"['2001 Dawson Rd', 'Albany, GA 31707']",(229) 435-6611,31.59902,-84.19937,FALSE,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
71,Woodall's,"['402 N Westover Blvd', 'Albany, GA 31707']",(229) 436-4401,31.600122,-84.21923,FALSE,Albany,31707,Convenience Stores,"(2) Food, water, sheltering",31.568073,-84.22644,25299
72,Friendly Cab Company,"['314 S Valencia Dr', 'Albany, GA 31707']",(229) 436-2764,31.57234192,-84.19558716,FALSE,Albany,31707,Taxis,(7) Hazardous Waste,31.568073,-84.22644,25299
73,CC&C Taxi service,"['2304 W Gordon Ave', 'Albany, GA 31707']",(229) 288-0137,31.5644,-84.20705,FALSE,Albany,31707,Taxis,(7) Hazardous Waste,31.568073,-84.22644,25299
74,Simply You Med Spa,"['2734 Ledo Rd', 'Ste 15', 'Albany, GA 31707']",(229) 883-8080,31.6219709,-84.2096388,FALSE,Albany,31707,Weight Loss Centers,(3) Health and medical,31.568073,-84.22644,25299
75,American Red Cross South Ga Community Blood Center,"['1515 Dawson Rd', 'Albany, GA 31707']",(229) 889-9000,31.58937836,-84.18745422,FALSE,Albany,31707,Community Service/Non-Profit,(3) Health and medical,31.568073,-84.22644,25299
76,Bell Anita J Dr,"['2402 Osler Ct', 'Albany, GA 31707']",(229) 438-3300,31.60876083,-84.2195816,FALSE,Albany,31707,Internal Medicine,(3) Health and medical,31.568073,-84.22644,25299
77,Tower Medical Group,"['2709 Meredyth Dr', 'Ste 330', 'Albany, GA 31707']",(229) 312-9651,31.61061,-84.21695,FALSE,Albany,31707,Family Practice,(3) Health and medical,31.568073,-84.22644,25299
78,Family Medical Associates At the Veranda,"['2701 Meredyth Dr', 'Albany, GA 31707']",(229) 883-7010,31.60966,-84.21671,FALSE,Albany,31707,Family Practice,(3) Health and medical,31.568073,-84.22644,25299
79,MSA,"['2311 Lake Park Dr', 'Albany, GA 31707']",(229) 435-0525,31.60278,-84.20604,FALSE,Albany,31707,Physical Therapy,(3) Health and medical,31.568073,-84.22644,25299
80,FastTrack Immediate Care,"['2822 Nottingham Way', 'Ste 3', 'Albany, GA 31707']",(229) 496-1193,31.6217594,-84.2027893,FALSE,Albany,31707,Medical Centers,(3) Health and medical,31.568073,-84.22644,25299
81,Quail Country Customs,"['731 S Westover Blvd', 'Albany, GA 31707']",(229) 432-7258,31.536014,-84.220847,FALSE,Albany,31707,Medical Supplies,(3) Health and medical,31.568073,-84.22644,25299
82,Albany Internal Medicine,"['2402 Osler Ct', 'Albany, GA 31707']",(229) 438-3300,31.60878,-84.21951,FALSE,Albany,31707,Internal Medicine,(3) Health and medical,31.568073,-84.22644,25299
83,Sprint Store,"['2707-2 Dawson Rd', 'Albany, GA 31707']",(229) 446-9888,31.62014001,-84.22181226,FALSE,Albany,31707,Mobile Phones,(5) Communications,31.568073,-84.22644,25299
84,Smart Repair,"['2601 Dawson Rd', 'Albany, GA 31707']",(229) 405-2929,31.618062,-84.216746,FALSE,Albany,31707,Mobile Phone Repair,(5) Communications,31.568073,-84.22644,25299
85,Albany IT,"['Albany, GA 31707']",(229) 435-8327,31.60884666,-84.2008667,FALSE,Albany,31707,Telecommunications,(5) Communications,31.568073,-84.22644,25299
86,Verizon,"['1100 N Westover Blvd', 'Albany, GA 31707']",(229) 431-2355,31.61766416,-84.21300866,FALSE,Albany,31707,Mobile Phones,(5) Communications,31.568073,-84.22644,25299
87,Alltel Wireless,"['2700 Dawson Rd', 'Albany, GA 31707']",(877) 395-6824,31.6177692,-84.2234192,FALSE,Albany,31707,Mobile Phones,(5) Communications,31.568073,-84.22644,25299
88,PhoneHub,"['1923 Dawson Rd', 'Albany, GA 31707']",(229) 496-1248,31.5978806,-84.1979756,FALSE,Albany,31707,IT Services & Computer Repair,(5) Communications,31.568073,-84.22644,25299
89,phone hub,"['1017 N Westover Blvd', 'Albany, GA 31707']",(229) 496-1174,31.6188186,-84.2135479,FALSE,Albany,31707,Mobile Phone Repair,(5) Communications,31.568073,-84.22644,25299
90,Friendly Cab Company,"['314 S Valencia Dr', 'Albany, GA 31707']",(229) 436-2764,31.57234192,-84.19558716,FALSE,Albany,31707,Taxis,(6) Transportation,31.568073,-84.22644,25299
91,CC&C Taxi service,"['2304 W Gordon Ave', 'Albany, GA 31707']",(229) 288-0137,31.5644,-84.20705,FALSE,Albany,31707,Taxis,(6) Transportation,31.568073,-84.22644,25299
92,Flash Foods,"['274 US 19 S', 'Leesburg, GA 31763']",(229) 759-9810,31.719079,-84.172977,FALSE,Leesburg,31763,Convenience Stores,"(4) Energy (power, fuel)",31.714526,-84.16931,23304
93,Modern Gas,"['1335 US Hwy 82 W', 'Leesburg, GA 31763']",(229) 435-6116,31.6600959,-84.2753235,FALSE,Leesburg,31763,Propane,"(2) Food, water, sheltering",31.714526,-84.16931,23304
94,Doublegate Ee-zz Mart,"['1250 US Hwy 82 W', 'Leesburg, GA 31763']",(229) 888-2145,31.63595522,-84.24710054,FALSE,Leesburg,31763,Convenience Stores,"(2) Food, water, sheltering",31.714526,-84.16931,23304
95,Flash Foods,"['274 US 19 S', 'Leesburg, GA 31763']",(229) 759-9810,31.719079,-84.172977,FALSE,Leesburg,31763,Convenience Stores,"(2) Food, water, sheltering",31.714526,-84.16931,23304
96,Fairfield Inn & Suites by Marriott Albany,"['3011 Kensington Ct', 'Albany, GA 31210']",(229) 883-8288,31.62057763,-84.22901091,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
97,Advanced Water Technology,"['4828 Mercer University Dr', 'Macon, GA 31210']",(478) 743-3050,32.82748,-83.72163,FALSE,Macon,31210,Water Purification Services,"(2) Food, water, sheltering",32.88899,-83.72204,30968
98,Shell,"['6205 Zebulon Rd', 'Macon, GA 31210']",(478) 471-8304,32.88049101,-83.76458086,FALSE,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
99,Mr. Electric of Middle Georgia,"['109 B Macon W Dr', 'Macon, GA 31210']",(478) 784-1105,32.83179474,-83.72521973,FALSE,Macon,31210,Electricians,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
100,Circle K Gas Station,"['4001 Northside Dr', 'Macon, GA 31210']",(478) 477-5566,32.89974215,-83.7039331,FALSE,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
101,BPGas Station,"['4765 Riverside Dr', 'Macon, GA 31210']",(478) 476-8205,32.92083,-83.70903,FALSE,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
102,Exxon,"['5969 US Hwy 41', 'Macon, GA 31210']",(478) 994-1887,32.9495858,-83.80363852,FALSE,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
103,Kroger Fuel Station,"['5957 Zebulon Rd', 'Macon, GA 31210']",None,32.8793914,-83.76022225,FALSE,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
104,Walthall Oil,"['3720 Riverside Dr', 'Macon, GA 31210']",(478) 474-4850,32.901028,-83.687599,FALSE,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
105,SpringHill Suites Macon,"['4630 Sheraton Dr', 'Macon, GA 31210']",(478) 477-9255,32.91928,-83.70641,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
106,La Quinta by Wyndham Macon,"['3944 River Pl Dr', 'Macon, GA 31210']",(478) 475-0206,32.90385,-83.68505,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
107,Candlewood Suites Macon,"['3957 Riverplace Dr', 'Macon, GA 31210']",(478) 254-3530,32.90351603,-83.68192397,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
108,Homewood Suites by Hilton Macon-North,"['1514 Bass Rd', 'Macon, GA 31210']",(478) 477-9776,32.92730387,-83.737945,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
109,Home2 Suites by Hilton Macon I-75 North,"['3963 River Place Dr', 'Macon, GA 31210']",(478) 803-5300,32.90237,-83.68253,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
110,Groome Transportation,"['4540 Sheraton Dr', 'Macon, GA 31210']",(478) 471-1616,32.917783,-83.704419,FALSE,Macon,31210,Airport Shuttles,"(2) Food, water, sheltering",32.88899,-83.72204,30968
111,Hampton Inn & Suites Macon I-75 North,"['3954 River Place Dr', 'Macon, GA 31210']",(478) 803-5000,32.903506,-83.68315236,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
112,Courtyard by Marriott Macon,"['3990 Sheraton Drive', 'Macon, GA 31210']",(478) 477-8899,32.90723,-83.69075,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
113,Microtel Inn & Suites by Wyndham Macon,"['2020 Bowman Park', 'Macon, GA 31210']",(888) 595-1878,32.9249911,-83.72734167,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
114,Country Inn & Suites by Carlson,"['3915 Arkwright Rd', 'Macon, GA 31210']",(478) 803-8300,32.9065361,-83.68572998,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
115,Covenant Plumbing,"['4268 Interstate Dr', 'Macon, GA 31210']",(478) 745-7436,32.8304,-83.72863,FALSE,Macon,31210,Plumbing,"(2) Food, water, sheltering",32.88899,-83.72204,30968
116,Wingate By Wyndham Macon,"['100 Northcrest Blvd', 'Macon, GA 31210']",(888) 595-3511,32.904969,-83.691494,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
117,Residence Inn by Marriott Macon,"['3900 Sheraton Dr', 'Macon, GA 31210']",(478) 475-4280,32.9062399,-83.68974656,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
118,Fairfield Inn by Marriott Macon West,"['110 Plantation Inn Dr', 'Macon, GA 31210']",(478) 474-9922,32.877,-83.76416,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
119,Comfort Suites,"['120 Plantation Inn Drive', 'Macon, GA 31210']",(478) 314-5130,32.877251,-83.764617,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
120,Quality Inn & Suites Macon North,"['115 Riverside Pkwy', 'Macon, GA 31210']",(478) 474-4000,32.901118,-83.691296,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
121,Extended Stay America - Macon - North,"['3980 Riverside Dr.', 'Macon, GA 31210']",(800) 804-3724,32.905167,-83.692017,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
122,Sleep Inn,"['140 Plantation Inn Dr', 'Macon, GA 31210']",(478) 476-8111,32.878104,-83.765521,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
123,Walgreens,"['6035 Zebulon Rd', 'Macon, GA 31210']",(478) 757-2027,32.88044,-83.7634999,FALSE,Macon,31210,Drugstores,"(2) Food, water, sheltering",32.88899,-83.72204,30968
124,Classy Destinations,"['4123 Forsyth Rd', 'Ste F', 'Macon, GA 31210']",(478) 812-8747,32.86615615,-83.69254262,FALSE,Macon,31210,Travel Agents,"(2) Food, water, sheltering",32.88899,-83.72204,30968
125,Holiday Inn Express & Suites Macon North,"['240 N Macon St', 'Macon, GA 31210']",(478) 812-8989,32.9272921,-83.7374691,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
126,Econo Lodge Inn & Suites,"['130 Holiday Drive North', 'Macon, GA 31210']",(478) 405-0106,32.898859,-83.6871427,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
127,Fairfield Inn & Suites by Marriott,"['4035 Sheraton Dr', 'Macon, GA 31210']",(478) 738-9007,32.90847015,-83.69036102,FALSE,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
128,AAA Macon,"['205 Tom Hill Senior Blvd', 'Macon, GA 31210']",(478) 471-0800,32.89848061,-83.68907964,FALSE,Macon,31210,Travel Agents,"(2) Food, water, sheltering",32.88899,-83.72204,30968
129,Walthall Oil Company 407,"['3720 Riverside Dr', 'Macon, GA 31210']",(478) 474-4850,32.9010201,-83.6875916,FALSE,Macon,31210,Convenience Stores,"(2) Food, water, sheltering",32.88899,-83.72204,30968
