,name,address,phone_number,location_latitude,location_longitude,is_closed,city,zip_code,category,FEMA_category,zip_code_latitude,zip_code_longitude,2010_zip_code_census_population
15,B & B Electrical Contractors & Associates,"['1008 W Broad Ave', 'Albany, GA 31701']",(229) 435-0287,31.57641,-84.17453,False,Albany,31701,Electricians,"(4) Energy (power, fuel)",31.580773999999998,-84.16044,20552
16,Woodalls #105,"['1400 N Jefferson', 'Albany, GA 31701']",None,31.6008294045497,-84.1555133143822,False,Albany,31701,Gas Stations,"(4) Energy (power, fuel)",31.580773999999998,-84.16044,20552
17,Albany Electric,"['798 21st Ave', 'Albany, GA 31701']",(229) 432-7345,31.61498,-84.16963,False,Albany,31701,Electricians,"(4) Energy (power, fuel)",31.580773999999998,-84.16044,20552
18,Campbell's Bp Serv Sta,"['1114 N Slappey Blvd', 'Albany, GA 31701']",(229) 432-6494,31.59269,-84.1756599,False,Albany,31701,Gas Stations,"(4) Energy (power, fuel)",31.580773999999998,-84.16044,20552
19,Hilton Garden Inn Albany,"['101 S Front St', 'Albany, GA 31701']",(229) 888-1590,31.576037,-84.149351,False,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
20,Chehaw Park,"['105 Chehaw Park Rd', 'Albany, GA 31701']",(229) 430-5275,31.6176238,-84.13810140000001,False,Albany,31701,Parks,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
21,National Car Rental,"['3905 Newton Rd', 'Ste 109', 'Albany, GA 31701']",(229) 889-9553,31.532711909607603,-84.18899965938179,False,Albany,31701,Car Rental,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
22,Southwest Georgia Regional Airport,"['3905 Newton Rd', 'Ste 100', 'Albany, GA 31701']",(229) 430-5175,31.535675,-84.193913,False,Albany,31701,Airports,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
23,Walgreens,"['300 N Slappey Blvd', 'Albany, GA 31701']",(229) 430-5541,31.5803475457153,-84.1755737084506,False,Albany,31701,Drugstores,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
24,Days Inn by Wyndham Albany,"['422 West Oglethorpe Blvd.', 'Albany, GA 31701']",(800) 329-1073,31.57488,-84.15796,False,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
25,Greyhound Bus Lines,"['300 W Oglethorpe Blvd', 'Albany, GA 31701']",(229) 432-0511,31.5749,-84.1542599,False,Albany,31701,Public Transportation,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
26,Enterprise Rent-A-Car,"['3905 Newton Rd', 'Ste 109', 'Albany, GA 31701']",(229) 889-9553,31.5326061415166,-84.18908009325409,False,Albany,31701,Car Rental,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
27,Flash Foods,"['2447 N Slappy Dr', 'Albany, GA 31701']",(229) 432-6208,31.61138,-84.17623,False,Albany,31701,Convenience Stores,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
28,Woodall's,"['1500 N Slappey Blvd', 'Albany, GA 31701']",(229) 436-4519,31.597490000000004,-84.17543,False,Albany,31701,Convenience Stores,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
29,Superior Creek Lodge,"['2505 N Slappey Blvd', 'Albany, GA 31701']",(229) 317-4680,31.61334,-84.17724,False,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
30,Mabry Motel,"['375 N Slappey Blvd', 'Albany, GA 31701']",(229) 435-8324,31.580740000000002,-84.17703,False,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
31,Traveler Inn & Suites,"['414 W Oglethorpe Blvd', 'Albany, GA 31701']",(229) 434-0027,31.5742568969727,-84.1577987670898,False,Albany,31701,Hotels,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
32,Chevron Food Mart,"['1603 Philema Rd S', 'Albany, GA 31701']",(229) 888-3221,31.6382999420166,-84.1060028076172,False,Albany,31701,Convenience Stores,"(2) Food, water, sheltering",31.580773999999998,-84.16044,20552
33,Greyhound Bus Lines,"['300 W Oglethorpe Blvd', 'Albany, GA 31701']",(229) 432-0511,31.5749,-84.1542599,False,Albany,31701,Public Transportation,(7) Hazardous Waste,31.580773999999998,-84.16044,20552
34,Quest Diagnostics,"['711 N Jefferson St', 'Ste B', 'Albany, GA 31701']",(229) 432-5628,31.58735,-84.15652,False,Albany,31701,Laboratory Testing,(3) Health and medical,31.580773999999998,-84.16044,20552
35,Surgical Associates Of Albany,"['425 W 3rd Ave', 'Ste 400', 'Albany, GA 31701']",(229) 883-6311,31.5895514513908,-84.1582209030075,False,Albany,31701,Surgeons,(3) Health and medical,31.580773999999998,-84.16044,20552
36,Albany Podiatry Associates ,"['531 7th Ave', 'Albany, GA 31701']",(229) 883-3535,31.596109999999996,-84.16158,False,Albany,31701,Podiatrists,(3) Health and medical,31.580773999999998,-84.16044,20552
37,"Houston G Bruce,DO","['2002 Palmyra Rd', 'Albany, GA 31701']",(229) 439-8441,31.606234999999998,-84.168656,False,Albany,31701,Family Practice,(3) Health and medical,31.580773999999998,-84.16044,20552
38,Cardiology Associates,"['425 W 3rd Ave', 'Ste 600', 'Albany, GA 31701']",(229) 431-1022,31.589331,-84.158517,False,Albany,31701,Cardiologists,(3) Health and medical,31.580773999999998,-84.16044,20552
39,"Collins C A Jr, Phys","['810 13th Ave', 'Albany, GA 31701']",(229) 883-1208,31.605411529541,-84.1680679321289,False,Albany,31701,Family Practice,(3) Health and medical,31.580773999999998,-84.16044,20552
40,Mrs Homecare,"['711 N Jefferson St', 'Albany, GA 31701']",(229) 439-2010,31.5873489379883,-84.1565246582031,False,Albany,31701,Home Health Care,(3) Health and medical,31.580773999999998,-84.16044,20552
41,Phoebe Primary Care-Medical Tower 1,"['425 W 3rd Ave', 'Ste 340', 'Albany, GA 31701']",(229) 312-9150,31.590268885220198,-84.1551737550172,False,Albany,31701,Gastroenterologist,(3) Health and medical,31.580773999999998,-84.16044,20552
42,Albany OB-GYN,"['1001 N Monroe St', 'Albany, GA 31701']",(229) 436-7248,31.590513229370103,-84.1594924926758,False,Albany,31701,Obstetricians & Gynecologists,(3) Health and medical,31.580773999999998,-84.16044,20552
43,Albany Pediatrics,"['1801 Palmyra Rd', 'Albany, GA 31701']",(229) 434-1400,31.6014060974121,-84.1690292358398,False,Albany,31701,Pediatricians,(3) Health and medical,31.580773999999998,-84.16044,20552
44,Staples,"['501 N Slappy Blvd', 'Albany, GA 31701']",(229) 639-1887,31.58339,-84.17659,False,Albany,31701,Printing Services,(5) Communications,31.580773999999998,-84.16044,20552
45,Greyhound Bus Lines,"['300 W Oglethorpe Blvd', 'Albany, GA 31701']",(229) 432-0511,31.5749,-84.1542599,False,Albany,31701,Public Transportation,(6) Transportation,31.580773999999998,-84.16044,20552
46,Preferred Home Repair Handyman,"['2823 Meredyth Dr', 'Albany, GA 31707']",(229) 317-2271,31.611085805830196,-84.2217211923874,False,Albany,31707,Handyman,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
47,Homerun Foods,"['2722 Dawson Rd', 'Albany, GA 31707']",(229) 435-0443,31.618840000000002,-84.22606999999999,False,Albany,31707,Gas Stations,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
48,Murphy Oil USA,"['2829 Ledo Rd', 'Albany, GA 31707']",(229) 639-0331,31.6229648590088,-84.2146072387695,False,Albany,31707,Gas Stations,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
49,J&j Enterprises,"['2815 Palmyra Rd', 'Ste A', 'Albany, GA 31707']",(229) 436-5177,31.621236800000002,-84.1874004,False,Albany,31707,Plumbing,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
50,Enmark,"['2800 N Slappey Blvd', 'Albany, GA 31707']",(229) 889-9927,31.619629999999997,-84.17625,False,Albany,31707,Gas Stations,"(4) Energy (power, fuel)",31.568073,-84.22644,25299
51,San Joe's To-Go,"['2401 Dawson Rd', 'Ste A 3', 'Albany, GA 31707']",(229) 733-7235,31.607390000000002,-84.207934,False,Albany,31707,Food Trucks,"(2) Food, water, sheltering",31.568073,-84.22644,25299
52,Merry Acres Inn & Event Center,"['1500 Dawson Rd', 'Albany, GA 31707']",(229) 435-7721,31.5871,-84.18666999999999,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
53,Hampton Inn & Suites Albany At Albany Mall,"['2628 Dawson Rd', 'Albany, GA 31707']",(229) 405-2000,31.615676500000003,-84.2217026,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
54,Country Inn & Suites,"['2809 Nottingham Wy', 'Albany, GA 31707']",(229) 317-7100,31.620759999999997,-84.20487,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
55,Wingate By Wyndham Albany,"['2735 Dawson Road', 'Albany, GA 31707']",(888) 595-3511,31.622262,-84.22702629999999,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
56,Quality Inn at Albany Mall,"['806 N Westover Blvd', 'Albany, GA 31707']",(229) 883-3300,31.6184309,-84.2204458,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
57,Holiday Inn Express & Suites Albany,"['2713 Pointe N Blvd', 'Albany, GA 31707']",(229) 405-2613,31.623859999999997,-84.228086,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
58,Econo Lodge,"['1525 Dawson Rd', 'Albany, GA 31707']",(229) 888-5595,31.59015,-84.18815,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
59,Rite Aid,"['2400 Dawson Rd', 'Albany, GA 31707']",(229) 432-0389,31.605944,-84.207708,False,Albany,31707,Drugstores,"(2) Food, water, sheltering",31.568073,-84.22644,25299
60,InTown Suites,"['2731 Dawson Rd', 'Albany, GA 31707']",(229) 436-7775,31.6219272613525,-84.2260360717773,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
61,Red Roof Inn Albany Airport,"['1400 Dawson Rd', 'Albany, GA 31707']",(229) 888-3939,31.586682,-84.18525799999999,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
62,Hertz Rent A Car,"['3905 Newton Rd', 'Ste 106', 'Albany, GA 31707']",(229) 435-1751,31.5320833751551,-84.1886220625914,False,Albany,31707,Car Rental,"(2) Food, water, sheltering",31.568073,-84.22644,25299
63,Enterprise Rent-A-Car,"['1023 N Westover Blvd', 'Albany, GA 31707']",(229) 430-0187,31.619357958484603,-84.21343848870491,False,Albany,31707,Car Rental,"(2) Food, water, sheltering",31.568073,-84.22644,25299
64,Walgreens,"['2351 Dawson Rd', 'Albany, GA 31707']",(229) 888-6166,31.6055965423584,-84.20587158203121,False,Albany,31707,Drugstores,"(2) Food, water, sheltering",31.568073,-84.22644,25299
65,Baymont by Wyndham Albany at Albany Mall,"['2720 Dawson Rd.', 'Albany, GA 31707']",(800) 337-0400,31.61865,-84.2252199,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
66,Friendly Cab Company,"['314 S Valencia Dr', 'Albany, GA 31707']",(229) 436-2764,31.572341918945302,-84.1955871582031,False,Albany,31707,Taxis,"(2) Food, water, sheltering",31.568073,-84.22644,25299
67,Enmark,"['2800 N Slappey Blvd', 'Albany, GA 31707']",(229) 889-9927,31.619629999999997,-84.17625,False,Albany,31707,Gas Stations,"(2) Food, water, sheltering",31.568073,-84.22644,25299
68,CC&C Taxi service,"['2304 W Gordon Ave', 'Albany, GA 31707']",(229) 288-0137,31.5644,-84.20705,False,Albany,31707,Taxis,"(2) Food, water, sheltering",31.568073,-84.22644,25299
69,Kings Inn,"['1201 Schley Ave', 'Albany, GA 31707']",(229) 888-9600,31.618909835815398,-84.17669677734379,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
70,Shoreham Apartments,"['2001 Dawson Rd', 'Albany, GA 31707']",(229) 435-6611,31.59902,-84.19937,False,Albany,31707,Hotels,"(2) Food, water, sheltering",31.568073,-84.22644,25299
71,Woodall's,"['402 N Westover Blvd', 'Albany, GA 31707']",(229) 436-4401,31.600122,-84.21923000000001,False,Albany,31707,Convenience Stores,"(2) Food, water, sheltering",31.568073,-84.22644,25299
72,Friendly Cab Company,"['314 S Valencia Dr', 'Albany, GA 31707']",(229) 436-2764,31.572341918945302,-84.1955871582031,False,Albany,31707,Taxis,(7) Hazardous Waste,31.568073,-84.22644,25299
73,CC&C Taxi service,"['2304 W Gordon Ave', 'Albany, GA 31707']",(229) 288-0137,31.5644,-84.20705,False,Albany,31707,Taxis,(7) Hazardous Waste,31.568073,-84.22644,25299
74,Simply You Med Spa,"['2734 Ledo Rd', 'Ste 15', 'Albany, GA 31707']",(229) 883-8080,31.621970899999997,-84.2096388,False,Albany,31707,Weight Loss Centers,(3) Health and medical,31.568073,-84.22644,25299
75,American Red Cross South Ga Community Blood Center,"['1515 Dawson Rd', 'Albany, GA 31707']",(229) 889-9000,31.589378356933604,-84.1874542236328,False,Albany,31707,Community Service/Non-Profit,(3) Health and medical,31.568073,-84.22644,25299
76,Bell Anita J Dr,"['2402 Osler Ct', 'Albany, GA 31707']",(229) 438-3300,31.608760833740202,-84.2195816040039,False,Albany,31707,Internal Medicine,(3) Health and medical,31.568073,-84.22644,25299
77,Tower Medical Group,"['2709 Meredyth Dr', 'Ste 330', 'Albany, GA 31707']",(229) 312-9651,31.610609999999998,-84.21695,False,Albany,31707,Family Practice,(3) Health and medical,31.568073,-84.22644,25299
78,Family Medical Associates At the Veranda,"['2701 Meredyth Dr', 'Albany, GA 31707']",(229) 883-7010,31.609659999999998,-84.21670999999999,False,Albany,31707,Family Practice,(3) Health and medical,31.568073,-84.22644,25299
79,MSA,"['2311 Lake Park Dr', 'Albany, GA 31707']",(229) 435-0525,31.60278,-84.20604,False,Albany,31707,Physical Therapy,(3) Health and medical,31.568073,-84.22644,25299
80,FastTrack Immediate Care,"['2822 Nottingham Way', 'Ste 3', 'Albany, GA 31707']",(229) 496-1193,31.6217594,-84.20278929999999,False,Albany,31707,Medical Centers,(3) Health and medical,31.568073,-84.22644,25299
81,Quail Country Customs,"['731 S Westover Blvd', 'Albany, GA 31707']",(229) 432-7258,31.536014,-84.22084699999999,False,Albany,31707,Medical Supplies,(3) Health and medical,31.568073,-84.22644,25299
82,Albany Internal Medicine,"['2402 Osler Ct', 'Albany, GA 31707']",(229) 438-3300,31.60878,-84.21951,False,Albany,31707,Internal Medicine,(3) Health and medical,31.568073,-84.22644,25299
83,Sprint Store,"['2707-2 Dawson Rd', 'Albany, GA 31707']",(229) 446-9888,31.6201400128964,-84.2218122584836,False,Albany,31707,Mobile Phones,(5) Communications,31.568073,-84.22644,25299
84,Smart Repair,"['2601 Dawson Rd', 'Albany, GA 31707']",(229) 405-2929,31.618062,-84.216746,False,Albany,31707,Mobile Phone Repair,(5) Communications,31.568073,-84.22644,25299
85,Albany IT,"['Albany, GA 31707']",(229) 435-8327,31.6088466644287,-84.20086669921879,False,Albany,31707,Telecommunications,(5) Communications,31.568073,-84.22644,25299
86,Verizon,"['1100 N Westover Blvd', 'Albany, GA 31707']",(229) 431-2355,31.617664162667605,-84.2130086570978,False,Albany,31707,Mobile Phones,(5) Communications,31.568073,-84.22644,25299
87,Alltel Wireless,"['2700 Dawson Rd', 'Albany, GA 31707']",(877) 395-6824,31.617769199999998,-84.22341920000001,False,Albany,31707,Mobile Phones,(5) Communications,31.568073,-84.22644,25299
88,PhoneHub,"['1923 Dawson Rd', 'Albany, GA 31707']",(229) 496-1248,31.597880600000003,-84.19797559999999,False,Albany,31707,IT Services & Computer Repair,(5) Communications,31.568073,-84.22644,25299
89,phone hub,"['1017 N Westover Blvd', 'Albany, GA 31707']",(229) 496-1174,31.618818599999997,-84.21354790000001,False,Albany,31707,Mobile Phone Repair,(5) Communications,31.568073,-84.22644,25299
90,Friendly Cab Company,"['314 S Valencia Dr', 'Albany, GA 31707']",(229) 436-2764,31.572341918945302,-84.1955871582031,False,Albany,31707,Taxis,(6) Transportation,31.568073,-84.22644,25299
91,CC&C Taxi service,"['2304 W Gordon Ave', 'Albany, GA 31707']",(229) 288-0137,31.5644,-84.20705,False,Albany,31707,Taxis,(6) Transportation,31.568073,-84.22644,25299
92,Flash Foods,"['274 US 19 S', 'Leesburg, GA 31763']",(229) 759-9810,31.719078999999997,-84.172977,False,Leesburg,31763,Convenience Stores,"(4) Energy (power, fuel)",31.714526,-84.16931,23304
93,Modern Gas,"['1335 US Hwy 82 W', 'Leesburg, GA 31763']",(229) 435-6116,31.660095899999998,-84.2753235,False,Leesburg,31763,Propane,"(2) Food, water, sheltering",31.714526,-84.16931,23304
94,Doublegate Ee-zz Mart,"['1250 US Hwy 82 W', 'Leesburg, GA 31763']",(229) 888-2145,31.6359552154737,-84.2471005376097,False,Leesburg,31763,Convenience Stores,"(2) Food, water, sheltering",31.714526,-84.16931,23304
95,Flash Foods,"['274 US 19 S', 'Leesburg, GA 31763']",(229) 759-9810,31.719078999999997,-84.172977,False,Leesburg,31763,Convenience Stores,"(2) Food, water, sheltering",31.714526,-84.16931,23304
96,Fairfield Inn & Suites by Marriott Albany,"['3011 Kensington Ct', 'Albany, GA 31210']",(229) 883-8288,31.6205776250157,-84.22901090657659,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
97,Advanced Water Technology,"['4828 Mercer University Dr', 'Macon, GA 31210']",(478) 743-3050,32.82748,-83.72163,False,Macon,31210,Water Purification Services,"(2) Food, water, sheltering",32.88899,-83.72204,30968
98,Shell,"['6205 Zebulon Rd', 'Macon, GA 31210']",(478) 471-8304,32.8804910061038,-83.764580860734,False,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
99,Mr. Electric of Middle Georgia,"['109 B Macon W Dr', 'Macon, GA 31210']",(478) 784-1105,32.831794738769496,-83.7252197265625,False,Macon,31210,Electricians,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
100,Circle K Gas Station,"['4001 Northside Dr', 'Macon, GA 31210']",(478) 477-5566,32.899742149672896,-83.7039330974221,False,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
101,BPGas Station,"['4765 Riverside Dr', 'Macon, GA 31210']",(478) 476-8205,32.92083,-83.70903,False,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
102,Exxon,"['5969 US Hwy 41', 'Macon, GA 31210']",(478) 994-1887,32.949585800567306,-83.8036385178566,False,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
103,Kroger Fuel Station,"['5957 Zebulon Rd', 'Macon, GA 31210']",None,32.8793913950571,-83.760222254933,False,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
104,Walthall Oil,"['3720 Riverside Dr', 'Macon, GA 31210']",(478) 474-4850,32.901028000000004,-83.687599,False,Macon,31210,Gas Stations,"(4) Energy (power, fuel)",32.88899,-83.72204,30968
105,SpringHill Suites Macon,"['4630 Sheraton Dr', 'Macon, GA 31210']",(478) 477-9255,32.91928,-83.70640999999999,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
106,La Quinta by Wyndham Macon,"['3944 River Pl Dr', 'Macon, GA 31210']",(478) 475-0206,32.90385,-83.68505,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
107,Candlewood Suites Macon,"['3957 Riverplace Dr', 'Macon, GA 31210']",(478) 254-3530,32.903516028509806,-83.6819239680707,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
108,Homewood Suites by Hilton Macon-North,"['1514 Bass Rd', 'Macon, GA 31210']",(478) 477-9776,32.9273038705076,-83.737945,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
109,Home2 Suites by Hilton Macon I-75 North,"['3963 River Place Dr', 'Macon, GA 31210']",(478) 803-5300,32.90237,-83.68253,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
110,Groome Transportation,"['4540 Sheraton Dr', 'Macon, GA 31210']",(478) 471-1616,32.917783,-83.704419,False,Macon,31210,Airport Shuttles,"(2) Food, water, sheltering",32.88899,-83.72204,30968
111,Hampton Inn & Suites Macon I-75 North,"['3954 River Place Dr', 'Macon, GA 31210']",(478) 803-5000,32.903506,-83.68315235541559,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
112,Courtyard by Marriott Macon,"['3990 Sheraton Drive', 'Macon, GA 31210']",(478) 477-8899,32.90723,-83.69075,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
113,Microtel Inn & Suites by Wyndham Macon,"['2020 Bowman Park', 'Macon, GA 31210']",(888) 595-1878,32.924991103328,-83.7273416702911,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
114,Country Inn & Suites by Carlson,"['3915 Arkwright Rd', 'Macon, GA 31210']",(478) 803-8300,32.9065361022949,-83.68572998046879,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
115,Covenant Plumbing,"['4268 Interstate Dr', 'Macon, GA 31210']",(478) 745-7436,32.8304,-83.72863000000001,False,Macon,31210,Plumbing,"(2) Food, water, sheltering",32.88899,-83.72204,30968
116,Wingate By Wyndham Macon,"['100 Northcrest Blvd', 'Macon, GA 31210']",(888) 595-3511,32.904969,-83.69149399999999,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
117,Residence Inn by Marriott Macon,"['3900 Sheraton Dr', 'Macon, GA 31210']",(478) 475-4280,32.9062398984959,-83.6897465586662,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
118,Fairfield Inn by Marriott Macon West,"['110 Plantation Inn Dr', 'Macon, GA 31210']",(478) 474-9922,32.876999999999995,-83.76416,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
119,Comfort Suites,"['120 Plantation Inn Drive', 'Macon, GA 31210']",(478) 314-5130,32.877251,-83.764617,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
120,Quality Inn & Suites Macon North,"['115 Riverside Pkwy', 'Macon, GA 31210']",(478) 474-4000,32.901118,-83.691296,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
121,Extended Stay America - Macon - North,"['3980 Riverside Dr.', 'Macon, GA 31210']",(800) 804-3724,32.905167,-83.692017,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
122,Sleep Inn,"['140 Plantation Inn Dr', 'Macon, GA 31210']",(478) 476-8111,32.878104,-83.76552099999999,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
123,Walgreens,"['6035 Zebulon Rd', 'Macon, GA 31210']",(478) 757-2027,32.88044,-83.76349990000001,False,Macon,31210,Drugstores,"(2) Food, water, sheltering",32.88899,-83.72204,30968
124,Classy Destinations,"['4123 Forsyth Rd', 'Ste F', 'Macon, GA 31210']",(478) 812-8747,32.8661561474168,-83.6925426189716,False,Macon,31210,Travel Agents,"(2) Food, water, sheltering",32.88899,-83.72204,30968
125,Holiday Inn Express & Suites Macon North,"['240 N Macon St', 'Macon, GA 31210']",(478) 812-8989,32.9272921,-83.7374691,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
126,Econo Lodge Inn & Suites,"['130 Holiday Drive North', 'Macon, GA 31210']",(478) 405-0106,32.898859,-83.6871427,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
127,Fairfield Inn & Suites by Marriott,"['4035 Sheraton Dr', 'Macon, GA 31210']",(478) 738-9007,32.9084701538086,-83.6903610229492,False,Macon,31210,Hotels,"(2) Food, water, sheltering",32.88899,-83.72204,30968
128,AAA Macon,"['205 Tom Hill Senior Blvd', 'Macon, GA 31210']",(478) 471-0800,32.8984806091892,-83.6890796413617,False,Macon,31210,Travel Agents,"(2) Food, water, sheltering",32.88899,-83.72204,30968
